frame,arquivo,gt,pred,levenshtein,acerto_por_letra,conf_media
16,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000016.jpg,HONDUH,IHONDUL,2,0.6667,-0.8
17,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000017.jpg,HONDUH,IHONDUL,2,0.6667,-0.8
18,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000018.jpg,HONDUH,IHONDUL,2,0.6667,-0.8
19,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000019.jpg,HONDUH,IHONDUL,2,0.6667,-0.8
21,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000021.jpg,TIMELESS,,8,0.0,-1.0
22,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000022.jpg,TIMELESS,,8,0.0,-1.0
23,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000023.jpg,TIMELESS,,8,0.0,-1.0
24,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000024.jpg,TIMELESS,,8,0.0,-1.0
25,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000025.jpg,TIMELESS,,8,0.0,-1.0
26,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000026.jpg,TIMELESS,,8,0.0,-1.0
27,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000027.jpg,TIMELESS,,8,0.0,-1.0
28,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000028.jpg,TIMELESS,,8,0.0,-1.0
29,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000029.jpg,TIMELESS,,8,0.0,-1.0
30,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000030.jpg,TIMELESS,,8,0.0,-1.0
31,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000031.jpg,TIMELESS,,8,0.0,-1.0
32,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000032.jpg,TIMELESS,,8,0.0,-1.0
33,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000033.jpg,TIMELESS,,8,0.0,-1.0
34,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000034.jpg,TIMELESS,,8,0.0,-1.0
35,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000035.jpg,TIMELESS,,8,0.0,-1.0
36,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000036.jpg,TIMELESS,,8,0.0,-1.0
37,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000037.jpg,TIMELESS,,8,0.0,-1.0
38,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000038.jpg,TIMELESS,,8,0.0,-1.0
39,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000039.jpg,TIMELESS,,8,0.0,-1.0
40,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000040.jpg,TIMELESS,,8,0.0,-1.0
41,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000041.jpg,TIMELESS,,8,0.0,-1.0
42,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000042.jpg,TIMELESS,,8,0.0,-1.0
43,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000043.jpg,EEWABUG,FFWALBUG,3,0.5714,4.8
44,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000044.jpg,EEWABUG,FFWALBUG,3,0.5714,4.8
45,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000045.jpg,EEWABUG,FFWALBUG,3,0.5714,4.8
46,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000046.jpg,EEWABUG,FFWALBUG,3,0.5714,4.8
47,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000047.jpg,EEWABUG,FFWALBUG,3,0.5714,4.8
48,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000048.jpg,EEWABUG,FFWALBUG,3,0.5714,4.8
49,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000049.jpg,EEWABUG,FFWALBUG,3,0.5714,4.8
50,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000050.jpg,EEWABUG,FFWALBUG,3,0.5714,4.8
51,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000051.jpg,EEWABUG,FFWALBUG,3,0.5714,4.8
52,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000052.jpg,EEWABUG,FFWALBUG,3,0.5714,4.8
53,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000053.jpg,EEWABUG,FFWALBUG,3,0.5714,4.8
54,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000054.jpg,EEWABUG,EFWABUG,1,0.8571,-0.8
55,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000055.jpg,EEWABUG,EFWABUG,1,0.8571,-0.8
56,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000056.jpg,EEWABUG,EFWABUG,1,0.8571,-0.8
57,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000057.jpg,EEWABUG,EFWABUG,1,0.8571,-0.8
58,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000058.jpg,EEWABUG,EFWABUG,1,0.8571,-0.8
59,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000059.jpg,EEWABUG,EFWABUG,1,0.8571,-0.8
60,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000060.jpg,EEWABUG,EFWABUG,1,0.8571,-0.8
61,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000061.jpg,PIKACHU,PIKACHU,0,1.0,16.6
62,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000062.jpg,PIKACHU,PIKACHU,0,1.0,16.6
63,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000063.jpg,PIKACHU,PIKACHU,0,1.0,16.6
64,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000064.jpg,PIKACHU,PIKACHU,0,1.0,16.6
65,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000065.jpg,PIKACHU,PIKACHU,0,1.0,16.6
66,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000066.jpg,PIKACHU,PIKACHU,0,1.0,16.6
67,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000067.jpg,PIKACHU,PIKACHU,0,1.0,16.6
68,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000068.jpg,PIKACHU,PIKACHU,0,1.0,16.6
69,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000069.jpg,PIKACHU,PIKACHU,0,1.0,16.6
70,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000070.jpg,PIKACHU,PIKACHU,0,1.0,16.6
71,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000071.jpg,PIKACHU,PIKACHU,0,1.0,16.6
72,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000072.jpg,PIKACHU,PIKACHU,0,1.0,16.6
73,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000073.jpg,PIKACHU,PIKACHU,0,1.0,16.6
74,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000074.jpg,PIKACHU,PIKACHU,0,1.0,16.6
75,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000075.jpg,PIKACHU,PIKACHU,0,1.0,16.6
76,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000076.jpg,PIKACHU,PIKACHU,0,1.0,16.6
77,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000077.jpg,PIKACHU,PIKACHU,0,1.0,16.6
78,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000078.jpg,PIKACHU,PIKACHU,0,1.0,16.6
79,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000079.jpg,PIKACHU,PIKACHU,0,1.0,16.6
80,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000080.jpg,OHIFIT,,6,0.0,-1.0
81,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000081.jpg,OHIFIT,,6,0.0,-1.0
82,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000082.jpg,OHIFIT,,6,0.0,-1.0
83,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000083.jpg,OHIFIT,,6,0.0,-1.0
84,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000084.jpg,OHIFIT,,6,0.0,-1.0
85,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000085.jpg,OHIFIT,,6,0.0,-1.0
86,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000086.jpg,OHIFIT,,6,0.0,-1.0
87,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000087.jpg,OHIFIT,,6,0.0,-1.0
88,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000088.jpg,OHIFIT,,6,0.0,-1.0
89,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000089.jpg,OHIFIT,,6,0.0,-1.0
90,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000090.jpg,OHIFIT,,6,0.0,-1.0
91,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000091.jpg,OHIFIT,,6,0.0,-1.0
92,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000092.jpg,OHIFIT,,6,0.0,-1.0
93,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000093.jpg,OHIFIT,,6,0.0,-1.0
94,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000094.jpg,OHIFIT,,6,0.0,-1.0
95,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000095.jpg,OHIFIT,,6,0.0,-1.0
96,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000096.jpg,OHIFIT,,6,0.0,-1.0
97,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000097.jpg,OHIFIT,,6,0.0,-1.0
98,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000098.jpg,OHIFIT,,6,0.0,-1.0
99,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000099.jpg,OHIFIT,,6,0.0,-1.0
100,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000100.jpg,OHIFIT,,6,0.0,-1.0
101,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000101.jpg,EWGAS,EGIS,2,0.6,-0.8
102,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000102.jpg,EWGAS,EGIS,2,0.6,-0.8
103,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000103.jpg,EWGAS,EGIS,2,0.6,-0.8
104,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000104.jpg,EWGAS,EGIS,2,0.6,-0.8
105,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000105.jpg,EWGAS,EGIS,2,0.6,-0.8
106,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000106.jpg,EWGAS,EGIS,2,0.6,-0.8
107,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000107.jpg,EWGAS,WES,3,0.4,3.4
108,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000108.jpg,EWGAS,WES,3,0.4,3.4
109,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000109.jpg,EWGAS,WES,3,0.4,3.4
110,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000110.jpg,EWGAS,WES,3,0.4,3.4
111,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000111.jpg,EWGAS,WES,3,0.4,3.4
112,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000112.jpg,EWGAS,WES,3,0.4,3.4
113,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000113.jpg,EWGAS,WES,3,0.4,3.4
114,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000114.jpg,EWGAS,WES,3,0.4,3.4
115,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000115.jpg,EWGAS,WES,3,0.4,3.4
116,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000116.jpg,EWGAS,WES,3,0.4,3.4
117,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000117.jpg,EWGAS,WES,3,0.4,3.4
118,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000118.jpg,OFZELDA,OFZELDA,0,1.0,27.0
119,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000119.jpg,OFZELDA,OFZELDA,0,1.0,23.2
120,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000120.jpg,OFZELDA,OFZELDA,0,1.0,27.0
121,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000121.jpg,OFZELDA,OFZELDA,0,1.0,27.0
122,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000122.jpg,OFZELDA,OFZELDA,0,1.0,27.0
123,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000123.jpg,OFZELDA,OFZELDA,0,1.0,23.2
124,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000124.jpg,OFZELDA,OFZELDA,0,1.0,23.2
125,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000125.jpg,OFZELDA,OFZELDA,0,1.0,23.2
126,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000126.jpg,OFZELDA,OFZELDA,0,1.0,23.2
127,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000127.jpg,OFZELDA,OFZELDA,0,1.0,23.2
128,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000128.jpg,OFZELDA,OFZELDA,0,1.0,23.2
129,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000129.jpg,OFZELDA,OFZELDA,0,1.0,23.2
130,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000130.jpg,OFZELDA,OFZELDA,0,1.0,23.2
131,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000131.jpg,OFZELDA,OFZELDA,0,1.0,23.2
132,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000132.jpg,OFZELDA,OFZELDA,0,1.0,23.2
133,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000133.jpg,OFZELDA,OFZELDA,0,1.0,23.2
134,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000134.jpg,OFZELDA,OFZELDA,0,1.0,23.2
135,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000135.jpg,OFZELDA,OFZELDA,0,1.0,23.2
136,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000136.jpg,OFZELDA,OFZELDA,0,1.0,23.2
137,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000137.jpg,OFZELDA,OFZELDA,0,1.0,23.2
138,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000138.jpg,OFZELDA,OFZELDA,0,1.0,23.2
139,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000139.jpg,OFZELDA,OFZELDA,0,1.0,23.2
140,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000140.jpg,OFZELDA,OFZELDA,0,1.0,23.2
141,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000141.jpg,OFZELDA,OFZELDA,0,1.0,23.2
142,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000142.jpg,OFZELDA,OFZELDA,0,1.0,23.2
143,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000143.jpg,OFZELDA,OFZELDA,0,1.0,23.2
144,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000144.jpg,OFZELDA,OFZELDA,0,1.0,23.2
145,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000145.jpg,OFZELDA,OFZELDA,0,1.0,23.2
146,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000146.jpg,BYE4O1K,JBYE40K,3,0.5714,-0.8
147,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000147.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
148,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000148.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
149,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000149.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
150,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000150.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
151,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000151.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
152,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000152.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
153,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000153.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
